user_id,gender,age,occupation,zip_code
2404,M,50,8,78065
2405,F,56,12,01520
2406,M,35,16,11358
2407,F,45,1,01609
2408,F,35,9,06074
2409,M,56,7,06071
2410,F,35,14,01536
2411,M,56,13,01501
2412,F,56,7,06118
2413,M,25,1,49503
2414,M,25,7,22407
2415,M,45,7,01531
2416,M,45,1,53045
2417,F,1,10,06074
2418,M,25,0,06096
2419,M,50,7,37938
2420,M,35,7,44306
2421,F,50,9,02865
2422,F,45,9,01520
2423,M,25,17,95035
2424,F,35,14,45243
2425,M,56,0,01606
2426,F,25,14,94010
2427,M,45,17,45255
2428,M,25,2,22903
2429,M,25,4,22902
2430,F,25,4,22903
2431,M,25,4,22903
2432,M,25,4,22903
2433,M,25,4,22901
2434,M,25,4,22903
2435,M,25,7,22902
2436,M,25,4,22923
2437,M,35,1,22903
2438,M,45,17,48105
2439,M,50,17,01430
2440,F,45,6,42406
2441,M,35,17,36830
2442,F,35,0,49464
2443,F,45,4,42420
2444,M,25,0,48104
2445,M,18,7,10038
2446,M,25,14,03051
2447,M,35,6,37932
2448,M,56,13,37922
2449,M,45,16,01612
2450,M,45,12,37853
2451,M,45,7,01545
2452,M,25,7,55429
2453,M,18,0,97005
2454,M,35,7,48197
2455,M,25,5,48103
2456,M,25,0,60656
2457,M,25,7,85040
2458,M,50,7,44313
2459,F,50,1,36067
2460,M,18,4,98117
2461,M,35,1,44303
2462,M,25,7,33916
2463,F,18,4,44106
2464,M,50,6,44333
2465,M,25,15,94303
2466,M,1,10,44224
2467,M,50,1,44240
2468,M,25,4,90048
2469,M,35,18,52001
2470,M,50,13,98683
2471,M,25,18,37922
2472,M,25,12,98105
2473,M,25,12,83815
2474,F,25,18,98115
2475,M,50,12,78703
2476,M,45,0,42420
2477,M,50,1,37922
2478,F,25,1,23454
2479,F,18,20,94410
2480,M,35,14,03054
2481,F,50,3,37772
2482,M,56,13,90503
2483,M,45,5,31901
2484,M,35,14,95746
2485,M,18,12,98105
2486,M,45,7,55438
2487,F,45,2,31804
2488,F,35,9,37843
2489,M,25,12,94703
2490,M,35,7,22904
2491,F,45,2,37924
2492,M,45,2,90631
2493,M,18,4,52003
2494,F,18,4,56401
2495,M,50,1,37932
2496,F,50,14,37922
2497,M,56,18,70817
2498,M,50,0,36109
2499,M,56,1,29672
2500,M,25,15,37923
2501,M,56,13,49423
2502,M,35,17,19360
2503,M,25,7,98115
2504,M,25,7,55405
2505,F,25,14,98225
2506,M,25,4,94107
2507,F,35,3,77429
2508,M,25,5,36109
2509,M,25,7,37930
2510,M,25,7,15209
2511,F,45,14,36109
2512,M,56,1,37922
2513,M,56,14,37922
2514,M,45,12,37914
2515,F,45,6,37909
2516,F,35,9,53806
2517,M,25,7,11793
2518,F,45,2,14850
2519,F,56,2,95448
2520,M,35,17,49424
2521,M,18,11,60614
2522,M,25,17,49423
2523,F,56,9,38558
2524,F,35,1,37922
2525,M,56,13,37923
2526,M,35,15,36109
2527,M,56,0,37922
2528,F,35,9,95903
2529,M,18,0,42420
2530,F,45,7,52003
2531,F,56,13,37917
2532,F,25,3,49423
2533,F,50,6,37922
2534,F,56,2,03431
2535,M,56,13,37830
2536,M,35,11,37620
2537,M,56,13,37923
2538,M,35,7,32444
2539,F,45,6,42420
2540,F,35,5,49424
2541,F,45,13,37922
2542,F,35,0,42420
2543,M,45,1,52001
2544,M,56,13,37830
2545,F,56,13,37931
2546,F,35,0,37920
2547,F,35,6,37919
2548,M,56,13,37938
2549,M,50,7,37931
2550,M,25,12,98133
2551,F,25,9,29369
2552,M,25,7,29369
2553,M,25,1,97405
2554,M,56,7,10522
2555,M,25,4,02430
2556,F,18,19,02452
2557,M,56,17,53061
2558,M,18,10,53207
2559,F,45,6,84318
2560,M,25,15,06460
2561,M,18,0,98021
2562,M,45,13,53132
2563,F,35,20,43230
2564,M,35,5,34786
2565,M,35,17,94022
2566,M,25,0,06451
2567,M,25,17,31311
2568,M,45,0,45248
2569,F,56,14,95005
2570,M,35,17,20151
2571,M,35,14,75005
2572,M,45,16,94536
2573,M,50,6,06511
2574,M,35,7,76248
2575,M,18,17,97030
2576,M,25,7,77099
2577,M,50,7,94107
2578,M,35,15,91411
2579,F,45,1,12538
2580,M,25,11,60611
2581,F,25,1,97201
2582,M,35,7,19610
2583,F,56,1,94563
2584,M,45,15,64081-8102
2585,M,25,20,46802
2586,M,35,7,55124
2587,F,56,13,78737
2588,M,25,0,19004
2589,M,18,4,94044
2590,M,18,1,50310
2591,M,50,7,80004-4448
2592,M,56,16,95816
2593,M,35,7,31047
2594,M,18,4,15213
2595,M,50,7,48152
2596,F,50,0,95616
2597,M,25,17,20866
2598,M,25,12,53154
2599,M,25,14,19312
2600,M,35,16,27613
2601,M,45,12,92104
2602,M,25,17,19126
2603,M,25,0,45459
2604,M,35,7,75013
2605,M,50,7,34285
2606,F,56,0,48178
2607,F,25,1,10025
2608,F,50,12,55391
2609,M,45,7,48322
2610,M,25,3,07719
2611,F,45,3,94560
2612,M,35,1,92120
2613,M,25,7,15205
2614,M,25,7,21029
2615,M,35,7,02657
2616,F,45,15,60081
2617,F,18,4,53538
2618,M,35,12,95677
2619,M,18,4,47306
2620,M,18,0,46304
2621,F,35,6,27516
2622,M,56,1,30345
2623,F,35,0,44313
2624,M,35,7,61910
2625,M,56,1,04056
2626,M,25,1,06877
2627,F,25,2,11217
2628,M,25,11,15237
2629,F,18,5,78704
2630,F,50,1,14850
2631,M,56,0,43528
2632,F,35,9,07728
2633,M,56,1,15701
2634,M,35,0,06403
2635,M,18,12,78750
2636,F,35,20,44303
2637,M,25,14,06405
2638,F,25,6,80236
2639,M,35,12,78230
2640,M,25,6,19428
2641,M,25,0,33073
2642,M,45,17,99005
2643,M,18,15,45215
2644,M,25,7,60657
2645,M,45,17,18049
2646,F,35,11,15116
2647,M,25,17,27707
2648,M,25,16,80126
2649,M,45,7,75080
2650,M,56,14,11779
2651,M,35,20,84010
2652,M,25,7,94109
2653,F,35,9,48336
2654,M,35,7,66224
2655,M,56,13,32837
2656,F,1,10,47403
2657,M,25,7,60115
2658,M,35,14,01060
2659,M,56,17,28704
2660,M,56,13,19312
2661,M,25,17,02021
2662,F,25,4,02215
2663,M,35,7,52402
2664,M,35,11,98443
2665,M,45,16,63128
2666,F,35,6,08043
2667,F,25,4,94110
2668,M,45,0,24541
2669,M,35,6,94598
2670,F,35,12,54220
2671,M,35,7,04096
2672,M,35,7,77040
2673,M,25,4,94110
2674,M,35,18,98664
2675,M,56,20,78731
2676,F,35,7,66204
2677,M,25,6,49707
2678,F,18,4,02143
2679,M,25,12,01864
2680,F,25,4,48823
2681,M,18,4,43210
2682,M,35,7,60188
2683,F,18,0,19143
2684,M,45,7,02116
2685,M,25,0,85283
2686,M,1,10,08805
2687,M,25,17,54915
2688,M,25,12,27511
2689,M,25,7,24210
2690,M,18,4,06459
2691,F,18,4,14620
2692,M,56,13,72949
2693,M,18,4,90024
2694,M,35,11,46033
2695,M,25,7,24210
2696,F,50,17,87031
2697,F,25,2,10028
2698,F,56,13,74128
2699,M,25,7,30117
2700,M,45,1,60115
2701,M,45,6,65201
2702,M,35,11,52803
2703,M,56,13,72764
2704,M,25,1,27713
2705,F,25,1,27713
2706,M,56,13,24060
2707,M,25,7,44115
2708,F,25,0,60660
2709,M,35,17,94303
2710,F,25,4,01075
2711,F,18,19,33953
2712,M,25,7,96811
2713,M,18,4,96815
2714,F,50,4,96822
2715,F,50,4,96825
2716,M,25,4,96826
2717,F,25,4,96817
2718,M,25,12,98100
2719,M,35,0,20795
2720,M,45,14,19382
2721,M,35,7,22043
2722,F,25,9,28147
2723,F,45,2,27514
2724,M,35,7,30071
2725,M,45,11,02155
2726,M,25,11,60603
2727,M,35,12,27614
2728,M,50,7,17402
2729,M,35,11,48640
2730,M,35,7,11050
2731,M,45,17,92805
2732,M,45,17,94002
2733,F,18,4,02912
2734,M,25,7,22903
2735,M,45,12,80303
2736,M,25,3,50311
2737,F,50,2,22181
2738,F,35,7,92316
2739,M,45,17,22181
2740,M,25,14,60614
2741,M,25,17,36092
2742,M,25,14,72601
2743,M,18,17,53818
2744,F,35,1,30345
2745,M,50,14,50265-2850
2746,F,18,4,90025
2747,M,25,4,85719
2748,M,25,12,10025
2749,F,25,15,91360
2750,F,25,16,28120
2751,M,25,15,77006
2752,F,50,20,27516
2753,M,50,12,60148
2754,M,35,7,29631
2755,M,18,4,97331
2756,M,25,2,10023
2757,M,56,8,12436
2758,M,25,7,36102
2759,M,56,0,01886
2760,M,35,6,80917
2761,M,50,16,63131
2762,F,18,4,48104
2763,M,25,7,91403
2764,M,50,7,02420
2765,M,45,7,55016
2766,M,25,0,99163
2767,M,25,17,90210
2768,M,25,7,20170
2769,M,35,1,14260
2770,M,18,1,92037
2771,M,35,17,10025
2772,M,35,2,78766
2773,M,25,1,92103
2774,F,18,4,90038
2775,M,25,14,22205
2776,M,18,4,95326
2777,M,56,13,94025
2778,M,35,7,10040
2779,M,25,17,94133
2780,M,35,4,45205
2781,F,18,4,48858
2782,M,45,17,78750
2783,M,50,20,20007
2784,M,56,13,29928
2785,M,25,4,60201
2786,M,25,4,60614
2787,M,56,1,90049
2788,M,18,4,90025
2789,M,25,20,85013
2790,M,56,7,10023
2791,M,18,4,02452
2792,M,35,7,70116
2793,M,25,2,20036
2794,M,50,13,33710
2795,M,25,14,92104
2796,F,25,7,94043
2797,M,35,20,10038
2798,M,18,0,55404
2799,F,18,4,73070
2800,F,25,3,12866
2801,M,35,20,10036
2802,M,25,7,94022
2803,F,35,0,46234
2804,M,56,19,06040
2805,M,1,10,15208
2806,F,35,11,22043
2807,M,56,16,60610
2808,M,25,7,10016
2809,F,1,10,64093
2810,M,25,19,94122
2811,M,25,17,60607
2812,M,25,20,55406
2813,M,35,7,02127
2814,M,35,17,60477
2815,M,25,7,60015
2816,M,35,12,53130
2817,M,25,12,55106
2818,M,45,14,44122
2819,F,35,0,02138
2820,M,18,20,10036
2821,M,50,7,10003
2822,M,25,4,02452
2823,M,18,4,02111
2824,F,25,20,94014
2825,M,35,12,10011
2826,M,25,17,94063
2827,M,18,4,02454
2828,M,45,20,10013
2829,M,35,7,94506
2830,M,25,0,32225
2831,M,25,17,20036
2832,M,25,15,85003
2833,M,35,1,33304
2834,M,35,20,60622
2835,M,25,12,07974
2836,M,18,0,49506
2837,M,18,1,95864
2838,M,25,17,10003
2839,M,25,0,60660
2840,M,50,12,98056
2841,M,35,17,30145
2842,F,25,4,78705
2843,M,25,20,87103
2844,M,25,4,74074
2845,F,18,4,91604
2846,M,18,4,10027
2847,M,25,0,47401
2848,M,45,11,94114
2849,M,18,20,94608
2850,F,25,7,94107
2851,M,25,12,98037
2852,M,1,1,444555
2853,F,18,4,64151
2854,M,25,4,94102
2855,M,35,11,22030
2856,M,25,0,10469
2857,F,1,10,72601
2858,M,18,1,95814
2859,M,35,17,20009
2860,M,25,15,06510
2861,M,45,7,55066
2862,F,25,2,27705
2863,F,35,3,11725
2864,F,25,6,21014
2865,M,25,7,53717
2866,M,45,17,15204
2867,M,35,12,94025
2868,M,50,17,07650
2869,M,50,18,95472
2870,F,25,14,98110
2871,M,25,20,94014
2872,F,18,4,64093
2873,F,35,20,20036
2874,M,25,2,10013
2875,M,25,17,02149
2876,M,35,1,80687
2877,F,50,20,88005
2878,M,18,4,60062
2879,M,18,12,55405
2880,F,25,12,77019
2881,M,18,20,78759
2882,M,18,20,30101
2883,F,50,3,53222
2884,F,18,1,80302
2885,M,18,4,60073
2886,M,25,3,66205
2887,M,25,14,55438
2888,M,35,3,55104
2889,M,35,7,90069
2890,F,18,4,66044
2891,M,25,4,84064
2892,M,25,1,94025
2893,M,18,4,44130
2894,M,25,11,07039
2895,M,18,14,60073
2896,M,25,5,97405
2897,M,18,4,02453
2898,M,35,14,94133
2899,M,18,12,95120
2900,M,25,17,78749
2901,M,25,12,98007
2902,M,25,16,20850
2903,M,25,4,16802
2904,M,35,17,55407
2905,M,35,19,55421
2906,F,35,5,12345
2907,M,18,2,74403
2908,M,25,7,43228
2909,M,1,19,75602
2910,F,25,4,55455
2911,F,18,4,48104
2912,F,35,20,98119
2913,M,25,4,92614
2914,M,25,7,23423
2915,M,45,2,98011
2916,M,25,0,60201
2917,M,25,12,98112
2918,M,18,17,88076
2919,M,25,2,55116
2920,M,50,1,53221
2921,M,25,17,52402
2922,M,35,12,44256
2923,F,18,4,94121
2924,F,25,4,23454
2925,F,18,2,55118
2926,M,25,12,24060
2927,M,25,2,90068
2928,M,18,2,60614
2929,M,50,17,45420
2930,M,18,4,16803
2931,M,25,12,55346
2932,M,35,11,32082
2933,F,35,20,91324
2934,M,25,0,55126
2935,F,18,4,94122
2936,F,18,4,48103
2937,F,25,0,55345
2938,F,25,15,94901
2939,M,25,0,02143
2940,M,35,12,98033
2941,F,50,1,93103
2942,M,35,12,95864
2943,F,18,4,48104
2944,F,35,17,89507
2945,M,35,16,92630
2946,F,25,0,02138
2947,M,18,14,48185
2948,M,25,17,98033
2949,M,18,0,72761
2950,F,35,14,94303
2951,M,25,4,06511
2952,M,25,20,23225
2953,M,18,2,11435
2954,M,35,14,92025
2955,M,25,12,50265
2956,M,18,4,48104
2957,M,25,7,91911
2958,M,35,17,06074
2959,M,18,4,48104
2960,M,50,17,91977
2961,M,35,3,94109
2962,F,18,4,48104
2963,M,25,17,07030
2964,F,35,4,48103
2965,F,25,4,48104
2966,M,25,0,94110
2967,F,18,0,48104
2968,M,25,7,06851
2969,M,18,4,48104
2970,M,25,4,48104
2971,M,25,4,97330
2972,F,18,4,48108
2973,M,18,4,48105
2974,M,35,11,20879
2975,M,18,20,86001
2976,F,18,4,48104
2977,M,35,20,45236
2978,M,35,2,45243
2979,M,45,7,91766
2980,M,45,6,52556
2981,M,25,4,54902
2982,M,18,4,97850
2983,M,25,4,48105
2984,M,18,4,97333
2985,M,25,4,24060
2986,M,18,4,15213
2987,F,18,6,92122
2988,M,35,12,97330
2989,M,35,12,45243
2990,M,50,1,48105
2991,M,18,4,14853
2992,M,18,19,12133
2993,M,35,5,95008
2994,M,25,15,97333
2995,M,18,0,63011
2996,F,35,16,45238
2997,F,25,1,45241
2998,M,25,7,33813
2999,M,25,4,55408
3000,M,18,4,94704
3001,M,45,11,90028
3002,M,18,15,94606
3003,F,18,4,02138
3004,M,25,17,94133
3005,M,18,4,45750
3006,M,35,0,33174
3007,M,18,4,94403
3008,F,35,3,55112
3009,M,25,12,78759
3010,M,25,1,10003
3011,M,25,12,78660
3012,M,45,17,97124
3013,M,35,7,06430
3014,M,56,6,62707
3015,M,18,12,78759
3016,F,35,9,85255
3017,M,35,0,45242
3018,M,50,12,97330
3019,F,35,7,60302
3020,F,45,15,78750
3021,M,25,17,78730
3022,F,25,7,92108
3023,M,35,17,14302
3024,F,35,0,90004
3025,F,18,4,45750
3026,M,18,4,85719
3027,M,1,10,12701
3028,M,18,4,92037
3029,M,35,1,48103
3030,M,18,4,48135
3031,M,25,0,47303
3032,M,18,4,02906
3033,F,18,1,33143
3034,F,25,7,90230
3035,M,56,13,14843
3036,F,25,2,97333
3037,F,35,2,97401
3038,F,50,3,33611
3039,M,25,8,22046
3040,M,25,4,97333
3041,M,56,1,49042
3042,M,18,2,90069
3043,M,35,16,77301
3044,M,45,1,90631
3045,M,1,4,46311
3046,F,25,4,94117
3047,M,18,2,02066
3048,F,50,0,02421
3049,M,35,12,94025
3050,M,18,17,94063
3051,M,35,12,10036
3052,F,25,3,55102
3053,M,18,4,44056
3054,F,25,3,98501
3055,M,25,18,10309
3056,F,25,12,55438
3057,M,18,12,55123
3058,M,35,0,75023
3059,F,35,1,92705
3060,M,45,2,29440
3061,M,18,4,03106
3062,M,18,4,03106
3063,M,35,17,90026
3064,F,18,4,48135
3065,M,18,4,61801
3066,F,25,0,02148
3067,F,35,9,66204
3068,M,18,4,97470
3069,F,18,4,10708
3070,M,25,1,02115
3071,M,50,1,55126
3072,M,25,0,90028
3073,M,25,0,23451
3074,F,25,11,06107
3075,M,35,17,30024
3076,M,18,4,43202
3077,F,35,1,02155
3078,F,25,1,55410
3079,M,25,20,55410
3080,M,25,7,77252
3081,F,35,6,45459
3082,F,50,0,97403
3083,M,25,16,01581
3084,M,25,4,78703
3085,M,18,12,98105
3086,F,1,1,90802
3087,F,25,4,87110
3088,M,45,16,93448
3089,M,25,2,90004
3090,F,25,0,19107
3091,M,35,15,98108
3092,F,45,20,89134
3093,M,35,0,30030
3094,F,25,3,06810
3095,F,45,3,38028
3096,F,25,5,10021
3097,M,25,4,55112
3098,M,25,17,20910
3099,F,25,6,91423
3100,M,18,15,91101
3101,M,25,12,34170
3102,M,25,20,64112
3103,M,18,17,02118
3104,M,35,12,98166
3105,M,25,0,33142
3106,M,25,17,92656
3107,M,50,6,22039
3108,F,25,11,43201
3109,M,25,0,10002
3110,M,18,4,56520
3111,M,18,12,98133
3112,M,25,10,55414
3113,M,18,5,65211
3114,M,35,17,48323
3115,M,25,12,98034
3116,M,35,0,83704
3117,M,25,0,77025
3118,M,45,1,37027
3119,M,18,4,55414
3120,M,25,2,32118
3121,F,25,7,22209
3122,M,25,2,90401
3123,M,25,12,30337
3124,M,25,7,10025
3125,M,25,2,32118
3126,F,25,0,10003
3127,M,18,2,10012
3128,M,25,7,21117
3129,M,25,7,32835
3130,F,25,2,90036
3131,M,35,7,98467
3132,M,18,4,33720
3133,M,18,4,55455
3134,M,25,15,12345
3135,F,25,4,72801
3136,M,25,11,11217
3137,M,35,17,46229
3138,M,56,13,89128
3139,F,25,4,78728
3140,M,25,14,81679
3141,M,25,20,85719
3142,F,50,16,90272
3143,F,25,7,85260
3144,M,18,4,02138
3145,M,25,0,31605
3146,M,25,14,49355
3147,M,18,20,72837
3148,M,18,4,92602
3149,F,25,3,92831
3150,F,25,0,92870
3151,M,18,4,61801
3152,F,25,4,73160
3153,F,25,4,95616
3154,M,25,7,55112
3155,M,35,7,07663
3156,M,25,12,92880
3157,M,25,15,15217
3158,F,25,15,15213
3159,M,25,17,77521
3160,M,25,7,55408
3161,M,25,1,08854-3115
3162,M,18,15,95616
3163,M,18,12,55118
3164,M,35,7,60611
3165,M,18,4,32607
3166,M,25,2,77056
3167,F,35,5,94546
3168,M,50,0,23518
3169,M,25,0,08461
3170,F,50,3,10128
3171,M,18,12,55408
3172,M,25,12,55317
3173,F,18,14,10018
3174,M,35,16,10014
3175,M,25,17,95129
3176,F,25,6,94132
3177,F,35,5,44313
3178,F,18,20,02125
3179,M,25,14,07430
3180,M,25,12,07436
3181,M,25,12,12866
3182,M,50,7,60510
3183,F,25,18,21214
3184,M,18,7,55337
3185,M,50,1,92122
3186,M,35,12,32935
3187,M,56,13,55344
3188,M,25,16,90292
3189,M,1,17,97062
3190,M,25,12,27707
3191,M,18,4,02912
3192,M,25,0,92019
3193,M,25,15,92648
3194,M,18,4,80228
3195,F,18,4,45219
3196,F,18,14,94110
3197,M,25,12,94110
3198,M,18,0,57106
3199,F,25,1,98144
3200,M,45,7,35216
3201,F,18,4,24060
3202,M,35,0,90254
3203,M,45,16,80304
3204,F,35,16,80304
3205,M,18,20,44089
3206,M,35,7,60610
3207,M,25,14,30342
3208,M,25,0,21555
3209,F,45,0,02115
3210,M,50,16,20015
3211,F,25,17,11215
3212,F,25,1,83705
3213,F,56,7,10019
3214,F,50,13,55447
3215,M,35,1,54481
3216,F,35,0,92630
3217,M,56,6,48070
3218,F,18,4,54302
3219,M,35,7,54016
3220,M,25,0,19106
3221,M,35,7,10583
3222,M,25,20,10014
3223,F,25,14,93428
3224,M,18,0,15237
3225,M,35,4,10027
3226,F,25,14,60657
3227,M,25,14,05448
3228,F,56,1,93105
3229,M,35,16,92630
3230,M,25,7,55112
3231,M,35,12,92821
3232,M,50,2,60660
3233,F,1,0,90012
3234,M,18,4,87801
3235,M,18,15,87111
3236,M,35,7,05401
3237,M,35,7,10069
3238,F,25,12,07730
3239,M,18,4,55403
3240,F,50,0,20004
3241,M,50,13,94089
3242,M,25,12,98117
3243,F,18,4,92647
3244,M,18,2,08820
3245,F,35,1,85258
3246,M,35,15,92649
3247,F,25,7,94115
3248,F,25,4,92648
3249,M,25,4,90069
3250,M,35,17,15330
3251,M,50,0,76067
3252,F,35,4,26505
3253,F,35,6,95843
3254,F,25,15,91902
3255,M,25,15,92111
3256,M,25,14,94105
3257,M,45,6,02339
3258,F,18,4,95616
3259,M,25,4,44514
3260,M,45,20,87505
3261,M,25,14,55391
3262,M,50,11,66048
3263,F,25,1,94536
3264,M,25,15,53704
3265,F,25,4,95616
3266,M,25,4,78705
3267,M,25,12,04106
3268,F,18,20,45220
3269,M,18,11,45220
3270,F,35,0,92704
3271,M,35,0,08330
3272,M,35,7,11201
3273,M,25,20,02062
3274,M,35,7,10028
3275,M,25,20,55391
3276,M,25,17,94107
3277,M,35,7,10014
3278,M,45,15,92880
3279,M,25,7,33486
3280,M,25,17,79705
3281,M,45,3,20009
3282,M,35,16,66208
3283,M,25,6,48197
3284,M,25,4,44706
3285,F,35,7,80013
3286,M,56,13,27514-3540
3287,M,25,14,94133
3288,M,45,6,95695
3289,M,25,14,90292
3290,F,25,7,27516
3291,F,50,6,79410
3292,M,45,14,37343
3293,M,18,4,78749
3294,M,18,18,92123
3295,M,18,14,90292
3296,M,18,4,91325
3297,M,1,10,20876
3298,F,25,4,19119
3299,M,35,5,19119
3300,F,25,2,85719
3301,M,25,17,74074
3302,M,56,17,06405
3303,F,45,5,92649
3304,M,56,20,94708
3305,M,45,14,60045
3306,M,50,6,90640
3307,F,18,20,15701-1348
3308,M,25,17,20707
3309,M,45,14,12561
3310,M,25,4,90039
3311,F,18,4,90039
3312,M,35,20,90292
3313,M,25,7,06516
3314,M,25,12,78731
3315,M,1,19,92557
3316,M,25,4,78705
3317,M,56,13,30047
3318,F,56,13,92308
3319,M,25,1,56082
3320,M,35,1,95380
3321,F,18,4,68516
3322,M,35,14,11784
3323,M,35,17,48083
3324,F,35,14,39180
3325,M,45,7,64138
3326,M,18,12,91423
3327,M,56,19,91790-1161
3328,M,50,18,72601
3329,F,35,1,47933
3330,F,25,7,06854
3331,M,25,7,06854
3332,M,18,16,29404-2205
3333,M,35,0,09142
3334,M,25,0,10023
3335,M,35,17,93436
3336,M,25,4,97214
3337,M,45,16,08053
3338,M,25,17,44118
3339,M,45,16,48097
3340,M,25,20,91730
3341,F,25,5,92705
3342,F,18,4,79912
3343,M,35,0,08902
3344,M,25,7,18655
3345,M,35,7,54016
3346,F,35,7,91362
3347,M,45,16,94546
3348,F,18,4,92054
3349,F,18,0,20815
3350,F,18,5,92870
3351,M,35,0,30533
3352,M,35,17,92688
3353,M,25,7,18615
3354,M,25,1,400060
3355,M,35,7,95031
3356,M,25,18,64055
3357,F,25,1,91790
3358,M,25,20,22936
3359,F,25,0,92646
3360,M,25,4,91790
3361,F,25,0,90212
3362,F,35,9,04046
3363,M,56,13,17033
3364,M,50,17,23059
3365,M,35,14,08750
3366,M,50,16,10025
3367,M,25,14,55435
3368,M,45,18,14701
3369,M,18,4,92833
3370,M,25,2,55405
3371,M,56,13,55118
3372,M,18,16,94709
3373,M,35,5,64801
3374,M,25,4,89193
3375,M,35,16,10803
3376,M,25,17,03570
3377,M,18,4,48135
3378,M,35,1,20037
3379,M,50,0,20815
3380,M,25,0,96671
3381,F,1,10,55305
3382,M,56,16,03070
3383,M,35,7,91304
3384,F,25,9,32212
3385,M,18,4,55414
3386,M,18,1,94706
3387,F,25,1,92646
3388,M,18,0,13603
3389,F,45,20,02476
3390,M,18,4,48135
3391,M,50,6,08108
3392,M,35,12,60563
3393,M,35,7,90069
3394,M,25,7,02134
3395,M,25,12,15217
3396,M,25,5,55414
3397,M,18,20,30033
3398,M,25,4,14623
3399,M,25,14,08742
3400,M,35,7,76109
3401,M,35,20,30306
3402,M,35,5,48342
3403,M,25,8,95380
3404,M,35,14,92084
3405,F,25,7,85214
3406,F,45,5,60050
3407,M,25,17,14830
3408,M,25,4,48127
3409,M,35,1,20653
3410,M,18,4,02139
3411,M,25,18,85213
3412,F,25,17,92084
3413,M,25,17,75146
3414,M,35,7,80129
3415,M,25,12,20850
3416,F,18,2,14616
3417,F,18,3,22305
3418,M,45,1,16801
3419,F,25,7,48105
3420,M,45,7,94501
3421,M,25,5,43221
3422,M,25,7,84088
3423,M,25,6,92111
3424,M,18,20,48135
3425,M,25,20,90046
3426,M,25,14,78267
3427,M,45,1,47933
3428,F,25,7,94602
3429,F,45,1,15208
3430,F,45,6,48867
3431,M,25,12,27410
3432,M,18,12,55113
3433,M,18,4,48867
3434,M,45,1,48867
3435,M,35,0,98503
3436,F,25,0,37203
3437,F,25,0,78735
3438,M,18,17,76116
3439,M,56,17,32822
3440,F,25,14,94109
3441,M,18,12,20878
3442,F,35,17,48219
3443,M,50,14,33401
3444,F,35,20,92009
3445,M,25,7,30620
3446,M,25,12,94131
3447,F,18,3,60640
3448,M,25,14,02142
3449,M,25,5,78251
3450,F,25,11,94117
3451,M,25,14,07702
3452,M,35,7,07981
3453,M,18,0,92122
3454,F,25,0,07701
3455,M,25,17,54401
3456,M,25,20,19083
3457,M,45,0,02131
3458,M,18,4,76266
3459,M,1,4,10012
3460,M,35,0,95409
3461,F,25,4,73160
3462,M,25,15,80301
3463,F,25,14,78251
3464,M,25,14,45383
3465,M,25,14,94306
3466,M,25,14,55421
3467,M,25,20,94546
3468,M,45,17,02176
3469,M,35,17,49887
3470,M,18,4,80302
3471,M,25,6,33156
3472,F,35,16,02472
3473,M,35,11,10538
3474,M,25,14,33133
3475,M,50,0,44126
3476,F,50,1,10024
3477,M,25,7,10019
3478,M,18,4,78626
3479,M,25,0,59405
3480,M,18,4,94122
3481,M,50,17,08043
3482,F,45,7,30260
3483,M,18,4,28403
3484,M,25,0,94121
3485,F,18,0,98225
3486,M,18,4,60611
3487,M,45,17,80228
3488,M,18,4,60201
3489,M,25,0,74136
3490,M,25,16,28542
3491,M,35,7,77005
3492,M,25,17,61350
3493,M,25,1,28607
3494,M,18,4,94608
3495,M,35,5,92867
3496,F,35,2,94109
3497,M,25,17,28052
3498,M,25,3,77006
3499,M,35,7,20650
3500,F,35,7,30309
3501,F,18,7,80503
3502,M,18,4,59715
3503,M,18,7,02215
3504,F,25,15,55455
3505,M,18,12,80503
3506,M,25,0,02472
3507,M,18,4,02151
3508,M,18,4,02115
3509,F,18,4,02142
3510,M,50,0,88004
3511,M,18,17,02140
3512,M,25,16,01890
3513,M,18,12,30318
3514,M,35,3,55042
3515,M,18,4,42101
3516,M,18,12,53713
3517,F,18,7,11215
3518,F,25,14,11215
3519,M,25,0,40515
3520,M,25,0,53213
3521,M,18,0,97469
3522,M,35,7,53404
3523,F,25,0,83355
3524,F,18,4,02142
3525,M,35,2,62263-3004
3526,M,25,0,53213
3527,M,35,5,41144
3528,F,45,1,97361
3529,M,25,0,77058
3530,F,25,11,55409
3531,F,35,14,10028
3532,M,25,2,55344
3533,M,35,17,68506
3534,M,45,18,77630
3535,M,18,4,57103
3536,M,1,10,97402
3537,M,35,0,40504
3538,F,25,4,77006
3539,M,18,17,57106
3540,M,25,3,02494
3541,M,25,15,14803
3542,M,25,17,60659
3543,F,25,4,92507
3544,M,35,12,92507
3545,M,25,20,41706
3546,M,35,16,94108
3547,M,45,7,92965
3548,F,35,7,60137
3549,M,25,5,55447
3550,F,56,0,98374
3551,F,35,2,02879
3552,M,35,16,61600
3553,M,25,15,15203
3554,M,56,7,55430
3555,M,25,17,03038
3556,M,18,5,48185
3557,M,18,17,66044
3558,M,18,4,11364
3559,F,25,6,74105
3560,M,35,14,63304
3561,F,25,6,32812
3562,M,25,2,33133
3563,M,25,11,02169
3564,M,25,18,53572
3565,M,45,0,53818
